product_id,brand_id,brand_tier,category,main_material,weight_grams
SPC_PRD_0752,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,297
SPC_PRD_0753,SPC05,Activewear,Sports Bras,Poliestere High-Performance,388
SPC_PRD_0754,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,170
SPC_PRD_0755,SPC04,Outdoor,Outerwear,Lana Merino,902
SPC_PRD_0756,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,271
SPC_PRD_0757,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,720
SPC_PRD_0758,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,172
SPC_PRD_0759,SPC06,Denim,Casual Shirts,Denim Misto Elastan,649
SPC_PRD_0760,SPC02,Teen Value Retail,Hoodies,Cotone Supima,280
SPC_PRD_0761,SPC03,Heritage / Premium,Knitwear,Cotone Supima,1119
SPC_PRD_0762,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,368
SPC_PRD_0763,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,793
SPC_PRD_0764,SPC06,Denim,Denim Jeans,Denim Misto Elastan,649
SPC_PRD_0765,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,539
SPC_PRD_0766,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,301
SPC_PRD_0767,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,695
SPC_PRD_0768,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1051
SPC_PRD_0769,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,220
SPC_PRD_0770,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,485
SPC_PRD_0771,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,243
SPC_PRD_0772,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,1192
SPC_PRD_0773,SPC04,Outdoor,Outerwear,Lana Merino,710
SPC_PRD_0774,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,402
SPC_PRD_0775,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,684
SPC_PRD_0776,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,1116
SPC_PRD_0777,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,533
SPC_PRD_0778,SPC05,Activewear,Sports Bras,Poliestere High-Performance,513
SPC_PRD_0779,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,747
SPC_PRD_0780,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,982
SPC_PRD_0781,SPC04,Outdoor,Fleece,Lana Merino,839
SPC_PRD_0782,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,152
SPC_PRD_0783,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,1195
SPC_PRD_0784,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,117
SPC_PRD_0785,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,298
SPC_PRD_0786,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,379
SPC_PRD_0787,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1355
SPC_PRD_0788,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,248
SPC_PRD_0789,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,489
SPC_PRD_0790,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,314
SPC_PRD_0791,SPC05,Activewear,Sports Bras,Poliestere High-Performance,693
SPC_PRD_0792,SPC06,Denim,Denim Jeans,Denim Misto Elastan,859
SPC_PRD_0793,SPC05,Activewear,Sports Bras,Poliestere High-Performance,342
SPC_PRD_0794,SPC03,Heritage / Premium,Knitwear,Lana Merino,1157
SPC_PRD_0795,SPC06,Denim,Denim Jeans,Denim Misto Elastan,658
SPC_PRD_0796,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,249
SPC_PRD_0797,SPC06,Denim,Denim Jeans,Denim Misto Elastan,869
SPC_PRD_0798,SPC06,Denim,Denim Jeans,Denim Misto Elastan,678
SPC_PRD_0799,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,179
SPC_PRD_0800,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,373
SPC_PRD_0801,SPC04,Outdoor,Fleece,Nylon Riciclato,1006
SPC_PRD_0802,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,261
SPC_PRD_0803,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,208
SPC_PRD_0804,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,273
SPC_PRD_0805,SPC06,Denim,Casual Shirts,Denim Misto Elastan,563
SPC_PRD_0806,SPC03,Heritage / Premium,Knitwear,Cotone Supima,871
SPC_PRD_0807,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,782
SPC_PRD_0808,SPC05,Activewear,Sports Bras,Poliestere High-Performance,631
SPC_PRD_0809,SPC03,Heritage / Premium,Knitwear,Lana Merino,724
SPC_PRD_0810,SPC05,Activewear,Sneakers,Poliestere High-Performance,303
SPC_PRD_0811,SPC02,Teen Value Retail,Hoodies,Cotone Supima,591
SPC_PRD_0812,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,566
SPC_PRD_0813,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,740
SPC_PRD_0814,SPC06,Denim,Casual Shirts,Denim Misto Elastan,654
SPC_PRD_0815,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,1170
SPC_PRD_0816,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,427
SPC_PRD_0817,SPC06,Denim,Casual Shirts,Denim Misto Elastan,754
SPC_PRD_0818,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,565
SPC_PRD_0819,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,390
SPC_PRD_0820,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,617
SPC_PRD_0821,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,372
SPC_PRD_0822,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,224
SPC_PRD_0823,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,242
SPC_PRD_0824,SPC03,Heritage / Premium,Knitwear,Cotone Supima,685
SPC_PRD_0825,SPC05,Activewear,Sneakers,Poliestere High-Performance,310
SPC_PRD_0826,SPC06,Denim,Casual Shirts,Denim Misto Elastan,623
SPC_PRD_0827,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,363
SPC_PRD_0828,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,463
SPC_PRD_0829,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,261
SPC_PRD_0830,SPC04,Outdoor,Outerwear,Nylon Riciclato,636
SPC_PRD_0831,SPC02,Teen Value Retail,Hoodies,Cotone Supima,580
SPC_PRD_0832,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,581
SPC_PRD_0833,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,427
SPC_PRD_0834,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,159
SPC_PRD_0835,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,247
SPC_PRD_0836,SPC04,Outdoor,Fleece,Nylon Riciclato,1033
SPC_PRD_0837,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,256
SPC_PRD_0838,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,793
SPC_PRD_0839,SPC06,Denim,Denim Jeans,Denim Misto Elastan,858
SPC_PRD_0840,SPC03,Heritage / Premium,Knitwear,Cotone Supima,397
SPC_PRD_0841,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,137
SPC_PRD_0842,SPC06,Denim,Casual Shirts,Denim Misto Elastan,805
SPC_PRD_0843,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,213
SPC_PRD_0844,SPC06,Denim,Denim Jeans,Denim Misto Elastan,618
SPC_PRD_0845,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,599
SPC_PRD_0846,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,312
SPC_PRD_0847,SPC05,Activewear,Sports Bras,Poliestere High-Performance,418
SPC_PRD_0848,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,171
SPC_PRD_0849,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,414
SPC_PRD_0850,SPC05,Activewear,Sports Bras,Poliestere High-Performance,374
SPC_PRD_0851,SPC06,Denim,Casual Shirts,Denim Misto Elastan,615
SPC_PRD_0852,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,590
SPC_PRD_0853,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,311
SPC_PRD_0854,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,430
SPC_PRD_0855,SPC06,Denim,Denim Jeans,Denim Misto Elastan,757
SPC_PRD_0856,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,368
SPC_PRD_0857,SPC03,Heritage / Premium,Knitwear,Cotone Supima,539
SPC_PRD_0858,SPC06,Denim,Casual Shirts,Denim Misto Elastan,725
SPC_PRD_0859,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,103
SPC_PRD_0860,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,678
SPC_PRD_0861,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,713
SPC_PRD_0862,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,293
SPC_PRD_0863,SPC06,Denim,Denim Jeans,Denim Misto Elastan,793
SPC_PRD_0864,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,210
SPC_PRD_0865,SPC06,Denim,Denim Jeans,Denim Misto Elastan,756
SPC_PRD_0866,SPC06,Denim,Denim Jeans,Denim Misto Elastan,822
SPC_PRD_0867,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,892
SPC_PRD_0868,SPC02,Teen Value Retail,Hoodies,Cotone Supima,485
SPC_PRD_0869,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,599
SPC_PRD_0870,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,1155
SPC_PRD_0871,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,174
SPC_PRD_0872,SPC05,Activewear,Sports Bras,Poliestere High-Performance,307
SPC_PRD_0873,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,899
SPC_PRD_0874,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,225
SPC_PRD_0875,SPC03,Heritage / Premium,Knitwear,Lana Merino,307
SPC_PRD_0876,SPC06,Denim,Denim Jeans,Denim Misto Elastan,881
SPC_PRD_0877,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,246
SPC_PRD_0878,SPC06,Denim,Denim Jeans,Denim Misto Elastan,771
SPC_PRD_0879,SPC06,Denim,Casual Shirts,Denim Misto Elastan,613
SPC_PRD_0880,SPC04,Outdoor,Fleece,Nylon Riciclato,884
SPC_PRD_0881,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,331
SPC_PRD_0882,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,266
SPC_PRD_0883,SPC05,Activewear,Sports Bras,Poliestere High-Performance,653
SPC_PRD_0884,SPC04,Outdoor,Hiking Pants,Lana Merino,523
SPC_PRD_0885,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,439
SPC_PRD_0886,SPC04,Outdoor,Fleece,Lana Merino,1017
SPC_PRD_0887,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,407
SPC_PRD_0888,SPC02,Teen Value Retail,Hoodies,Cotone Supima,272
SPC_PRD_0889,SPC04,Outdoor,Outerwear,Lana Merino,1330
SPC_PRD_0890,SPC05,Activewear,Sneakers,Poliestere High-Performance,619
SPC_PRD_0891,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,284
SPC_PRD_0892,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,502
SPC_PRD_0893,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,166
SPC_PRD_0894,SPC06,Denim,Denim Jeans,Denim Misto Elastan,568
SPC_PRD_0895,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,136
SPC_PRD_0896,SPC06,Denim,Denim Jeans,Denim Misto Elastan,510
SPC_PRD_0897,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,218
SPC_PRD_0898,SPC05,Activewear,Sneakers,Poliestere High-Performance,485
SPC_PRD_0899,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,211
SPC_PRD_0900,SPC05,Activewear,Sports Bras,Poliestere High-Performance,461
SPC_PRD_0901,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,624
SPC_PRD_0902,SPC06,Denim,Casual Shirts,Denim Misto Elastan,661
SPC_PRD_0903,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,152
SPC_PRD_0904,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,524
SPC_PRD_0905,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,424
SPC_PRD_0906,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,239
SPC_PRD_0907,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,578
SPC_PRD_0908,SPC06,Denim,Casual Shirts,Denim Misto Elastan,710
SPC_PRD_0909,SPC06,Denim,Casual Shirts,Denim Misto Elastan,887
SPC_PRD_0910,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,285
SPC_PRD_0911,SPC03,Heritage / Premium,Knitwear,Lana Merino,689
SPC_PRD_0912,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,908
SPC_PRD_0913,SPC06,Denim,Casual Shirts,Denim Misto Elastan,597
SPC_PRD_0914,SPC04,Outdoor,Outerwear,Lana Merino,1037
SPC_PRD_0915,SPC06,Denim,Denim Jeans,Denim Misto Elastan,752
SPC_PRD_0916,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,307
SPC_PRD_0917,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,483
SPC_PRD_0918,SPC04,Outdoor,Outerwear,Lana Merino,1290
SPC_PRD_0919,SPC04,Outdoor,Hiking Pants,Lana Merino,521
SPC_PRD_0920,SPC04,Outdoor,Hiking Pants,Lana Merino,638
SPC_PRD_0921,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,1044
SPC_PRD_0922,SPC05,Activewear,Sneakers,Poliestere High-Performance,261
SPC_PRD_0923,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,854
SPC_PRD_0924,SPC06,Denim,Denim Jeans,Denim Misto Elastan,869
SPC_PRD_0925,SPC06,Denim,Casual Shirts,Denim Misto Elastan,884
SPC_PRD_0926,SPC05,Activewear,Sneakers,Poliestere High-Performance,340
SPC_PRD_0927,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,204
SPC_PRD_0928,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1209
SPC_PRD_0929,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,503
SPC_PRD_0930,SPC06,Denim,Denim Jeans,Denim Misto Elastan,881
SPC_PRD_0931,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,282
SPC_PRD_0932,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,170
SPC_PRD_0933,SPC05,Activewear,Sneakers,Poliestere High-Performance,748
SPC_PRD_0934,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1025
SPC_PRD_0935,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,320
SPC_PRD_0936,SPC05,Activewear,Sneakers,Poliestere High-Performance,531
SPC_PRD_0937,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,918
SPC_PRD_0938,SPC04,Outdoor,Outerwear,Lana Merino,1024
SPC_PRD_0939,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,181
SPC_PRD_0940,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,527
SPC_PRD_0941,SPC05,Activewear,Sneakers,Poliestere High-Performance,681
SPC_PRD_0942,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,725
SPC_PRD_0943,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,287
SPC_PRD_0944,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,139
SPC_PRD_0945,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,267
SPC_PRD_0946,SPC04,Outdoor,Hiking Pants,Lana Merino,1487
SPC_PRD_0947,SPC05,Activewear,Sneakers,Poliestere High-Performance,288
SPC_PRD_0948,SPC02,Teen Value Retail,Hoodies,Cotone Supima,428
SPC_PRD_0949,SPC02,Teen Value Retail,Hoodies,Cotone Supima,501
SPC_PRD_0950,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,311
SPC_PRD_0951,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,610
SPC_PRD_0952,SPC04,Outdoor,Fleece,Nylon Riciclato,1193
SPC_PRD_0953,SPC02,Teen Value Retail,Hoodies,Cotone Supima,246
SPC_PRD_0954,SPC03,Heritage / Premium,Knitwear,Lana Merino,1115
SPC_PRD_0955,SPC02,Teen Value Retail,Hoodies,Cotone Supima,228
SPC_PRD_0956,SPC06,Denim,Casual Shirts,Denim Misto Elastan,657
SPC_PRD_0957,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,276
SPC_PRD_0958,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,346
SPC_PRD_0959,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,140
SPC_PRD_0960,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,689
SPC_PRD_0961,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,266
SPC_PRD_0962,SPC02,Teen Value Retail,Hoodies,Cotone Supima,579
SPC_PRD_0963,SPC05,Activewear,Sports Bras,Poliestere High-Performance,561
SPC_PRD_0964,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,543
SPC_PRD_0965,SPC04,Outdoor,Outerwear,Lana Merino,852
SPC_PRD_0966,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,914
SPC_PRD_0967,SPC05,Activewear,Sneakers,Poliestere High-Performance,745
SPC_PRD_0968,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,199
SPC_PRD_0969,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,343
SPC_PRD_0970,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,352
SPC_PRD_0971,SPC04,Outdoor,Outerwear,Nylon Riciclato,1028
SPC_PRD_0972,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,487
SPC_PRD_0973,SPC05,Activewear,Sports Bras,Poliestere High-Performance,293
SPC_PRD_0974,SPC06,Denim,Casual Shirts,Denim Misto Elastan,574
SPC_PRD_0975,SPC02,Teen Value Retail,Hoodies,Cotone Supima,426
SPC_PRD_0976,SPC02,Teen Value Retail,Hoodies,Cotone Supima,344
SPC_PRD_0977,SPC06,Denim,Casual Shirts,Denim Misto Elastan,572
SPC_PRD_0978,SPC05,Activewear,Sneakers,Poliestere High-Performance,192
SPC_PRD_0979,SPC05,Activewear,Sneakers,Poliestere High-Performance,468
SPC_PRD_0980,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,188
SPC_PRD_0981,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,172
SPC_PRD_0982,SPC04,Outdoor,Fleece,Lana Merino,784
SPC_PRD_0983,SPC03,Heritage / Premium,Knitwear,Lana Merino,717
SPC_PRD_0984,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,594
SPC_PRD_0985,SPC06,Denim,Denim Jeans,Denim Misto Elastan,545
SPC_PRD_0986,SPC05,Activewear,Sports Bras,Poliestere High-Performance,602
SPC_PRD_0987,SPC05,Activewear,Sports Bras,Poliestere High-Performance,785
SPC_PRD_0988,SPC05,Activewear,Sneakers,Poliestere High-Performance,535
SPC_PRD_0989,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,571
SPC_PRD_0990,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,891
SPC_PRD_0991,SPC02,Teen Value Retail,Hoodies,Cotone Supima,339
SPC_PRD_0992,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,580
SPC_PRD_0993,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,909
SPC_PRD_0994,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1471
SPC_PRD_0995,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,482
SPC_PRD_0996,SPC03,Heritage / Premium,Knitwear,Lana Merino,498
SPC_PRD_0997,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,397
SPC_PRD_0998,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,652
SPC_PRD_0999,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,222
